timestamp,vehicle_id,speed_kph,engine_temp_c,fuel_used_l,odometer_km,lat,lon
2025-11-06T05:21:10:000Z,V014,2,65,0.46,93621,26.996492,81.263936
2025-11-06T01:25:10:000Z,V030,96,103,0.72,99964,27.808845,71.604502
2025-11-06T04:08:10:000Z,V045,109,71,2.81,46688,21.211949,72.718028
2025-11-06T04:19:10:000Z,V004,5,86,1.57,68492,27.730334,73.757915
2025-11-06T06:50:10:000Z,V042,65,64,1.57,125568,22.464268,84.612418
2025-11-06T02:57:10:000Z,V014,25,81,2.21,48309,25.348802,70.146783
2025-11-06T09:22:10:000Z,V037,107,67,0.87,58205,20.165274,85.842816
2025-11-06T06:59:10:000Z,V046,38,71,0.17,147014,22.36287,71.869051
2025-11-06T01:56:10:000Z,V048,4,63,0.77,72656,24.191204,86.921686
2025-11-06T08:28:10:000Z,V016,7,71,2.39,165823,20.867894,80.616716
2025-11-06T01:54:10:000Z,V027,23,70,0.46,187072,27.849739,87.227361
2025-11-06T03:07:10:000Z,V032,19,75,1.4,226464,23.270521,75.085029
2025-11-06T02:51:10:000Z,V036,105,116,2.43,161172,27.955863,74.994688
2025-11-06T05:38:10:000Z,V034,3,82,2.84,55053,23.172968,71.537517
2025-11-06T09:29:10:000Z,V029,77,79,2.03,180616,21.719141,77.118193
2025-11-06T08:09:10:000Z,V011,49,96,2.74,61172,20.4233,85.211469
2025-11-06T05:54:10:000Z,V004,28,69,2.41,73898,24.475908,73.320957
2025-11-06T05:27:10:000Z,V004,66,101,2.14,249625,26.372494,79.308595
2025-11-06T07:36:10:000Z,V039,94,61,0.28,57863,20.270137,84.050598
2025-11-06T03:02:10:000Z,V047,32,86,1.65,145371,25.671276,75.914322
2025-11-06T06:59:10:000Z,V044,52,109,1.69,182009,20.707958,75.126654
2025-11-06T02:32:10:000Z,V006,88,80,1.69,171858,23.491782,75.138815
2025-11-06T07:42:10:000Z,V014,58,62,2.7,106941,25.945563,79.364306
2025-11-06T06:19:10:000Z,V047,25,80,1.21,41171,22.973047,75.075586
2025-11-06T06:37:10:000Z,V007,40,85,0.91,102246,20.638593,77.823521
2025-11-06T07:24:10:000Z,V019,44,100,0.28,28906,20.776325,73.357771
2025-11-06T07:52:10:000Z,V043,61,83,2.28,97824,27.044842,72.168701
2025-11-06T06:48:10:000Z,V018,40,113,2.37,174950,22.484081,79.909361
2025-11-06T09:08:10:000Z,V012,53,103,2.85,168579,22.680737,75.601355
2025-11-06T08:22:10:000Z,V044,69,104,1.48,83646,21.325452,71.386973
2025-11-06T03:05:10:000Z,V015,102,68,1.7,237663,25.688146,72.848892
2025-11-06T02:10:10:000Z,V007,46,78,1.59,72043,22.032448,79.692296
2025-11-06T07:53:10:000Z,V037,66,77,2.7,203722,21.604526,81.337486
2025-11-06T02:46:10:000Z,V006,103,61,2.97,126937,26.289352,80.917761
2025-11-06T06:37:10:000Z,V048,6,92,2.77,148207,27.793533,76.381237
2025-11-06T08:04:10:000Z,V026,78,108,1.5,234040,26.271263,75.316268
2025-11-06T01:25:10:000Z,V028,74,70,1.91,106156,27.358,80.066697
2025-11-06T04:16:10:000Z,V024,87,100,0.64,85361,24.054688,77.727532
2025-11-06T04:20:10:000Z,V001,84,77,0.46,104254,20.672475,71.577841
2025-11-06T05:32:10:000Z,V029,63,117,1.62,137468,22.430578,84.263812
2025-11-06T07:18:10:000Z,V040,98,69,2.91,207384,26.039227,76.137328
2025-11-06T03:48:10:000Z,V034,82,119,0.29,146313,22.120742,79.092069
2025-11-06T01:33:10:000Z,V043,105,96,0.1,166772,27.554461,77.987908
2025-11-06T04:24:10:000Z,V017,17,82,0.45,181986,21.048307,74.204562
2025-11-06T05:06:10:000Z,V007,111,67,1.43,154427,23.573773,76.131476
2025-11-06T02:02:10:000Z,V032,111,74,0.78,114060,22.965268,87.261829
2025-11-06T05:23:10:000Z,V013,73,60,0.4,95946,26.765559,75.082543
2025-11-06T06:20:10:000Z,V010,16,95,1.99,75395,26.567004,72.248302
2025-11-06T09:37:10:000Z,V043,7,116,2.08,158918,27.469812,70.976519
2025-11-06T03:47:10:000Z,V014,25,87,1.42,32027,22.086227,72.480474
2025-11-06T01:32:10:000Z,V011,15,67,1.23,61106,23.667972,80.112199
2025-11-06T06:11:10:000Z,V026,40,76,0.87,164862,27.976953,79.924818
2025-11-06T02:35:10:000Z,V025,9,72,2.59,49464,23.659551,87.539805
2025-11-06T02:44:10:000Z,V038,38,68,0.51,231113,21.228502,83.878044
2025-11-06T01:46:10:000Z,V029,81,70,0.6,213064,20.6664,82.105387
2025-11-06T08:33:10:000Z,V033,55,112,2.31,204758,22.923804,86.020444
2025-11-06T09:09:10:000Z,V012,96,77,1.4,36215,23.536283,84.109703
2025-11-06T08:21:10:000Z,V046,1,103,0.32,74449,25.000284,75.150057
2025-11-06T07:49:10:000Z,V018,25,69,2.56,59467,24.379247,87.97023
2025-11-06T04:07:10:000Z,V005,62,95,0.82,118750,24.831128,75.705866
2025-11-06T08:46:10:000Z,V014,97,111,2.46,85911,20.104076,81.664822
2025-11-06T08:14:10:000Z,V030,71,89,2.2,37409,26.698971,80.702856
2025-11-06T06:59:10:000Z,V022,56,74,1.22,58345,23.62464,76.071395
2025-11-06T08:26:10:000Z,V017,110,69,1.49,249094,24.112622,84.462664
2025-11-06T07:32:10:000Z,V029,82,115,2.12,27791,22.112328,83.144096
2025-11-06T08:20:10:000Z,V037,73,76,2.47,219445,22.243162,80.374049
2025-11-06T01:39:10:000Z,V006,35,83,1.28,116594,20.258618,85.146022
2025-11-06T08:39:10:000Z,V018,75,100,1.51,214650,25.569087,79.276588
2025-11-06T07:41:10:000Z,V025,72,104,3.0,214069,26.388053,76.947475
2025-11-06T09:02:10:000Z,V031,64,75,1.42,118741,26.00963,87.08008
2025-11-06T03:15:10:000Z,V036,86,84,0.87,79670,27.716372,79.410808
2025-11-06T07:49:10:000Z,V001,18,86,1.06,105478,26.302283,81.624444
2025-11-06T07:45:10:000Z,V024,29,114,1.24,26832,20.276089,79.876075
2025-11-06T05:36:10:000Z,V009,3,110,1.39,146355,21.914142,87.764694
2025-11-06T09:16:10:000Z,V020,117,74,0.49,74673,24.240399,80.609962
2025-11-06T02:31:10:000Z,V027,41,118,1.77,60754,22.264797,71.659965
2025-11-06T06:44:10:000Z,V037,28,90,2.35,86148,26.440183,77.109166
2025-11-06T04:59:10:000Z,V022,99,103,1.61,218025,27.643602,76.529408
2025-11-06T01:28:10:000Z,V008,59,82,1.23,165106,27.682387,73.609454
2025-11-06T04:13:10:000Z,V019,107,114,2.27,82947,25.343385,79.57609
2025-11-06T05:25:10:000Z,V040,55,110,2.45,122376,21.727949,74.683565
2025-11-06T06:09:10:000Z,V045,38,102,0.77,157484,20.861942,80.375893
2025-11-06T06:53:10:000Z,V016,14,82,2.96,221980,21.047248,77.803088
2025-11-06T08:24:10:000Z,V002,6,72,0.63,239417,25.974034,75.641827
2025-11-06T02:07:10:000Z,V038,84,62,2.39,168128,22.96506,79.348657
2025-11-06T06:01:10:000Z,V014,28,92,2.38,27185,24.273907,77.063999
2025-11-06T05:07:10:000Z,V025,76,102,0.3,21191,26.798951,77.237942
2025-11-06T02:37:10:000Z,V041,30,82,0.73,104080,27.578747,78.316762
2025-11-06T03:36:10:000Z,V035,104,84,0.92,49091,21.867476,73.516949
2025-11-06T05:02:10:000Z,V018,105,116,2.23,224155,23.584209,87.683367
2025-11-06T02:36:10:000Z,V032,87,119,0.56,104655,24.416961,85.692901
2025-11-06T02:20:10:000Z,V037,82,87,0.7,39904,23.289234,81.047546
2025-11-06T06:07:10:000Z,V025,44,67,1.91,208939,21.520245,78.656175
2025-11-06T08:33:10:000Z,V014,86,98,0.68,247157,20.908162,81.160005
2025-11-06T02:56:10:000Z,V014,28,71,2.47,63443,23.967165,84.199083
2025-11-06T07:59:10:000Z,V003,85,60,2.82,165003,26.330036,85.97557
2025-11-06T08:58:10:000Z,V026,1,90,0.42,202890,26.903879,78.124376
2025-11-06T02:18:10:000Z,V030,113,105,2.35,222707,21.394628,79.743346
2025-11-06T05:57:10:000Z,V012,106,112,1.01,238783,21.788908,70.907392
2025-11-06T02:11:10:000Z,V027,102,86,2.85,35999,25.551001,81.468289
2025-11-06T03:13:10:000Z,V029,105,60,2.36,106090,27.718178,72.156917
2025-11-06T04:24:10:000Z,V011,63,69,0.52,93244,24.200161,76.166989
2025-11-06T09:00:10:000Z,V048,99,73,0.74,100389,27.898657,85.292064
2025-11-06T09:28:10:000Z,V038,50,84,0.52,163287,22.610129,75.684353
2025-11-06T04:22:10:000Z,V035,66,91,0.63,153328,23.461367,82.699365
2025-11-06T05:03:10:000Z,V029,37,112,2.47,243841,22.76637,73.071128
2025-11-06T08:09:10:000Z,V027,7,68,1.78,220251,25.137274,77.598344
2025-11-06T05:46:10:000Z,V026,73,109,0.1,125970,23.244739,84.798458
2025-11-06T03:02:10:000Z,V001,110,117,0.11,32723,23.624477,76.254327
2025-11-06T09:02:10:000Z,V029,64,116,0.17,128440,20.262007,73.292872
2025-11-06T04:32:10:000Z,V025,91,80,2.3,41444,20.662497,84.526624
2025-11-06T02:00:10:000Z,V016,88,95,1.96,99011,21.5676,78.564484
2025-11-06T02:31:10:000Z,V030,75,106,2.07,37904,26.064035,74.785478
2025-11-06T05:55:10:000Z,V021,30,76,2.47,158256,23.36758,77.555191
2025-11-06T04:47:10:000Z,V044,60,62,1.99,71003,23.358648,72.886813
2025-11-06T09:37:10:000Z,V036,39,102,0.3,243541,23.991668,79.399375
2025-11-06T07:29:10:000Z,V017,20,94,2.61,127833,26.150494,71.821221
2025-11-06T08:41:10:000Z,V007,109,111,2.62,230790,24.529842,83.281573
2025-11-06T08:06:10:000Z,V014,116,97,0.77,234578,24.133177,85.877876
2025-11-06T04:02:10:000Z,V043,83,84,1.04,178349,27.685526,73.299865
2025-11-06T03:11:10:000Z,V048,7,76,0.46,53159,21.427543,76.06476
2025-11-06T09:03:10:000Z,V004,9,103,1.55,80686,27.614707,78.54926
2025-11-06T03:13:10:000Z,V035,111,73,0.18,195424,23.17896,84.06978
2025-11-06T02:11:10:000Z,V017,108,70,2.12,163096,27.567341,72.931375
2025-11-06T09:28:10:000Z,V042,99,80,1.43,103072,24.014579,86.714151
2025-11-06T02:49:10:000Z,V030,71,109,0.61,35423,23.300111,74.152071
2025-11-06T04:07:10:000Z,V039,56,115,1.01,29706,23.088364,87.664333
2025-11-06T02:00:10:000Z,V047,6,74,0.58,221333,20.610353,76.023602
2025-11-06T04:13:10:000Z,V002,102,78,1.2,47098,26.702989,75.242139
2025-11-06T06:44:10:000Z,V038,13,75,2.56,51805,22.373912,74.520007
2025-11-06T01:24:10:000Z,V001,46,71,2.58,249893,22.237769,71.242923
2025-11-06T06:58:10:000Z,V036,99,68,0.37,176518,21.528454,84.382212
2025-11-06T09:06:10:000Z,V014,94,67,1.33,52332,23.035578,80.49269
2025-11-06T04:37:10:000Z,V011,104,101,1.87,196264,22.927568,87.009782
2025-11-06T02:13:10:000Z,V012,83,89,2.42,108930,20.708184,74.390974
2025-11-06T04:24:10:000Z,V049,74,68,0.21,144483,21.938695,76.814268
2025-11-06T04:30:10:000Z,V033,14,76,2.11,143077,22.328699,84.960865
2025-11-06T06:06:10:000Z,V016,11,61,1.34,246130,26.991196,82.721618
2025-11-06T01:45:10:000Z,V040,37,79,1.56,217020,22.44842,70.383381
2025-11-06T02:26:10:000Z,V007,80,105,2.88,96902,27.022153,80.00188
2025-11-06T02:48:10:000Z,V030,6,105,2.11,39323,25.090143,81.489894
2025-11-06T02:25:10:000Z,V005,44,97,2.21,72431,24.135163,83.782196
2025-11-06T02:09:10:000Z,V047,59,96,1.66,199110,25.028949,86.004602
2025-11-06T08:03:10:000Z,V022,4,103,2.83,204274,27.154261,72.63733
2025-11-06T06:31:10:000Z,V016,74,101,0.31,69393,20.16067,85.084509
2025-11-06T04:34:10:000Z,V019,50,117,0.9,193244,27.896645,70.662825
2025-11-06T04:42:10:000Z,V033,63,65,2.95,114518,25.937427,70.585046
2025-11-06T02:22:10:000Z,V005,36,96,0.12,171138,27.806579,74.136318
2025-11-06T06:07:10:000Z,V039,62,78,2.43,85234,26.881197,83.781683
2025-11-06T01:33:10:000Z,V012,14,69,2.02,58533,23.325412,79.270161
2025-11-06T07:29:10:000Z,V041,20,72,1.6,37060,23.479335,87.332574
2025-11-06T06:45:10:000Z,V043,52,92,1.59,56457,26.747781,84.016108
2025-11-06T04:53:10:000Z,V000,47,99,2.95,102843,21.959834,72.347437
2025-11-06T07:19:10:000Z,V025,98,62,2.68,97651,21.945534,80.17799
2025-11-06T02:10:10:000Z,V013,39,67,1.33,26793,25.643136,87.267163
2025-11-06T02:52:10:000Z,V031,6,100,1.17,246779,22.394041,85.734505
2025-11-06T09:18:10:000Z,V044,93,113,1.15,166511,22.174267,74.334456
2025-11-06T01:45:10:000Z,V002,26,85,2.73,217349,23.98911,85.139324
2025-11-06T08:26:10:000Z,V013,44,67,2.64,196452,20.392714,80.639216
2025-11-06T09:22:10:000Z,V014,4,68,2.67,241875,20.187069,84.52827
2025-11-06T05:56:10:000Z,V015,49,73,2.15,144403,23.723331,76.339864
2025-11-06T09:05:10:000Z,V027,119,65,2.51,47097,22.317232,71.240207
2025-11-06T04:03:10:000Z,V049,66,101,0.53,106723,20.177199,75.233191
2025-11-06T03:26:10:000Z,V030,46,66,0.25,185460,25.295962,83.624583
2025-11-06T06:36:10:000Z,V017,58,77,0.3,165200,22.536593,78.732721
2025-11-06T05:55:10:000Z,V023,65,109,1.82,64512,21.422169,78.244949
2025-11-06T07:33:10:000Z,V039,43,82,2.35,108552,23.557513,86.273856
2025-11-06T06:24:10:000Z,V034,45,61,0.65,192368,27.503537,79.893872
2025-11-06T06:48:10:000Z,V037,57,91,1.89,43557,27.609994,70.449198
2025-11-06T01:23:10:000Z,V045,86,119,0.31,116590,22.16498,82.178424
2025-11-06T02:38:10:000Z,V028,17,119,0.36,167914,26.463734,76.298546
2025-11-06T05:39:10:000Z,V019,93,96,2.73,190536,26.079282,75.638684
2025-11-06T02:08:10:000Z,V007,39,88,2.16,106694,23.754419,76.367394
2025-11-06T01:51:10:000Z,V010,23,75,2.48,202565,22.181548,78.729123
2025-11-06T08:07:10:000Z,V001,52,95,1.52,94303,24.25241,83.076752
2025-11-06T04:09:10:000Z,V018,67,114,0.66,86319,24.187179,87.362359
2025-11-06T08:36:10:000Z,V015,57,74,1.28,161474,25.464998,84.887914
2025-11-06T06:30:10:000Z,V029,2,106,2.07,63943,21.138821,86.039477
2025-11-06T07:11:10:000Z,V015,69,87,2.08,164092,25.177438,79.28998
2025-11-06T02:54:10:000Z,V010,22,118,2.69,108890,23.093284,71.193873
2025-11-06T08:26:10:000Z,V041,41,90,1.39,128352,26.76567,83.895034
2025-11-06T01:51:10:000Z,V034,110,70,1.99,28966,23.752912,80.914537
2025-11-06T03:37:10:000Z,V022,85,67,1.74,76627,22.594392,87.333618
2025-11-06T05:12:10:000Z,V032,44,77,1.79,184349,27.117942,75.443877
2025-11-06T06:50:10:000Z,V007,64,104,2.06,180731,21.159915,74.238323
2025-11-06T05:12:10:000Z,V021,61,109,1.53,101092,24.033727,83.642159
2025-11-06T06:28:10:000Z,V036,35,86,2.31,137967,25.002148,86.110485
2025-11-06T03:01:10:000Z,V023,16,104,2.86,38179,27.601471,83.505186
2025-11-06T02:21:10:000Z,V011,48,94,1.52,229713,22.462879,77.481012
2025-11-06T04:12:10:000Z,V044,30,61,2.31,83476,25.467281,86.394075
2025-11-06T04:38:10:000Z,V005,34,85,2.53,85827,23.228329,77.850044
2025-11-06T03:58:10:000Z,V038,16,86,1.81,119970,25.695508,80.214607
2025-11-06T01:53:10:000Z,V007,82,116,2.68,194336,26.678471,80.619309
2025-11-06T02:01:10:000Z,V026,59,70,0.87,50855,23.417962,75.76307
2025-11-06T03:47:10:000Z,V043,83,86,0.72,76863,22.642552,85.766166
2025-11-06T09:37:10:000Z,V022,56,65,0.31,159542,20.075997,79.227867
2025-11-06T05:05:10:000Z,V048,24,77,1.96,204395,21.045874,84.260056
2025-11-06T01:28:10:000Z,V030,54,62,0.4,173836,27.922034,76.74136
2025-11-06T03:22:10:000Z,V022,42,70,2.78,233989,25.268295,79.668586
2025-11-06T03:49:10:000Z,V049,32,118,0.89,171278,22.722286,75.840262
2025-11-06T02:49:10:000Z,V015,105,77,1.1,222004,20.986315,71.551973
2025-11-06T08:58:10:000Z,V000,68,98,2.14,165332,27.91529,82.972379
2025-11-06T05:12:10:000Z,V036,33,115,1.61,214670,26.94276,76.489774
2025-11-06T07:38:10:000Z,V005,78,102,2.77,211912,23.985825,82.549492
2025-11-06T09:02:10:000Z,V031,35,105,2.78,123377,23.60243,83.239403
2025-11-06T02:24:10:000Z,V037,27,93,2.0,144921,24.481435,71.411695
2025-11-06T02:32:10:000Z,V029,35,77,0.3,68990,23.058253,74.02333
2025-11-06T03:33:10:000Z,V036,68,97,0.39,187434,22.543932,78.946871
2025-11-06T05:36:10:000Z,V029,1,64,1.51,166248,24.570293,82.849843
2025-11-06T05:40:10:000Z,V028,30,64,1.71,193386,22.394357,74.980562
2025-11-06T09:40:10:000Z,V043,74,119,2.26,35931,21.269563,87.43601
2025-11-06T06:20:10:000Z,V016,66,80,1.07,54917,23.55793,78.806384
2025-11-06T08:52:10:000Z,V040,99,74,0.76,33941,21.798935,80.610919
2025-11-06T03:43:10:000Z,V032,116,86,2.57,181019,27.476962,74.075659
2025-11-06T05:38:10:000Z,V044,60,110,2.21,159563,24.932165,83.790821
2025-11-06T04:34:10:000Z,V032,17,68,0.63,131166,25.670498,85.469982
2025-11-06T05:53:10:000Z,V024,60,71,1.44,113911,22.018903,76.740908
2025-11-06T01:21:10:000Z,V043,93,112,0.28,60202,27.842153,87.09468
2025-11-06T01:40:10:000Z,V036,40,66,0.86,41206,21.777264,83.815393
2025-11-06T08:05:10:000Z,V022,110,61,2.03,228947,26.912603,80.910743
2025-11-06T08:23:10:000Z,V000,63,96,0.59,230468,22.257118,80.563289
2025-11-06T05:03:10:000Z,V028,77,79,2.06,153763,26.071465,76.601554
2025-11-06T04:08:10:000Z,V034,56,81,2.04,134200,23.08472,73.513404
2025-11-06T06:23:10:000Z,V025,8,62,0.45,93412,25.682884,81.075652
2025-11-06T06:32:10:000Z,V036,25,64,2.21,31239,25.230052,86.429253
2025-11-06T05:08:10:000Z,V044,3,72,2.68,219428,26.008334,83.121624
2025-11-06T01:53:10:000Z,V024,100,86,1.01,202042,21.743403,75.163212
2025-11-06T09:17:10:000Z,V031,60,89,2.84,77269,26.615881,76.6759
2025-11-06T05:33:10:000Z,V000,40,86,1.05,91544,22.317621,84.896618
2025-11-06T04:40:10:000Z,V034,113,79,0.41,210053,22.114534,71.602175
2025-11-06T03:12:10:000Z,V012,101,83,2.48,37149,22.242738,83.178004
2025-11-06T01:49:10:000Z,V030,35,75,2.85,47125,24.564161,83.862085
2025-11-06T05:05:10:000Z,V033,6,70,1.66,131302,22.497072,85.833853
2025-11-06T07:35:10:000Z,V003,76,74,2.4,75545,24.291607,70.97383
2025-11-06T02:00:10:000Z,V005,98,68,1.8,118641,21.65351,76.486083
2025-11-06T05:16:10:000Z,V047,91,117,0.16,86305,24.779278,84.984576
2025-11-06T02:58:10:000Z,V024,14,93,2.49,21313,23.03667,83.269299
2025-11-06T04:17:10:000Z,V019,53,68,2.09,87325,25.355527,75.526694
2025-11-06T03:34:10:000Z,V044,26,98,2.16,211899,27.02155,78.573553
2025-11-06T08:18:10:000Z,V012,104,96,1.66,34508,24.01808,75.778432
2025-11-06T02:47:10:000Z,V007,66,61,2.65,49722,26.570264,78.604743
2025-11-06T08:32:10:000Z,V042,103,60,1.9,164084,23.613413,80.251429
2025-11-06T07:11:10:000Z,V031,87,80,2.15,216512,25.809127,80.958526
2025-11-06T01:51:10:000Z,V001,14,62,0.76,215240,26.620342,79.042015
2025-11-06T07:06:10:000Z,V003,42,75,1.53,154598,24.121364,72.563506
2025-11-06T01:58:10:000Z,V037,110,85,1.76,89454,26.028681,79.379487
2025-11-06T03:29:10:000Z,V047,25,82,1.26,173137,22.824225,72.136876
2025-11-06T06:14:10:000Z,V046,54,112,0.55,43289,26.809923,73.802893
2025-11-06T03:55:10:000Z,V044,46,91,1.66,152044,27.688107,77.714488
2025-11-06T09:34:10:000Z,V017,32,66,0.21,121903,27.114497,79.591763
2025-11-06T08:26:10:000Z,V026,116,109,1.09,126719,24.560099,86.765404
2025-11-06T09:36:10:000Z,V001,47,74,1.69,136648,27.341266,83.149561
2025-11-06T05:58:10:000Z,V040,87,105,2.18,151464,27.050743,70.585444
2025-11-06T02:14:10:000Z,V007,66,71,1.54,86932,21.609637,75.681884
2025-11-06T04:03:10:000Z,V007,8,69,0.36,219186,23.226784,81.395916
2025-11-06T03:18:10:000Z,V020,63,78,0.89,24710,25.696357,87.576793
2025-11-06T09:33:10:000Z,V039,24,78,2.29,165027,23.689175,84.52699
2025-11-06T06:31:10:000Z,V045,15,84,0.43,45383,23.836084,84.321892
2025-11-06T01:41:10:000Z,V029,100,112,0.69,192742,20.938061,80.836938
2025-11-06T04:11:10:000Z,V000,87,68,1.29,44272,21.529149,76.500849
2025-11-06T08:03:10:000Z,V045,99,66,1.61,227804,24.836456,73.257667
2025-11-06T03:47:10:000Z,V012,106,96,2.53,223890,24.09415,74.161673
2025-11-06T02:10:10:000Z,V043,22,111,1.91,199113,25.590583,70.842187
2025-11-06T06:56:10:000Z,V030,26,98,0.79,168935,26.371972,87.389437
2025-11-06T01:25:10:000Z,V018,34,67,3.0,176110,21.082835,75.404706
2025-11-06T03:08:10:000Z,V006,22,75,2.86,186009,24.574418,76.752426
2025-11-06T03:52:10:000Z,V042,51,81,0.9,58870,25.421346,76.154999
2025-11-06T04:56:10:000Z,V007,116,95,2.91,94685,27.804267,76.863769
2025-11-06T06:00:10:000Z,V013,22,94,0.14,20441,25.203659,82.764698
2025-11-06T07:57:10:000Z,V045,102,112,1.1,206656,25.09454,77.046842
2025-11-06T04:57:10:000Z,V044,86,96,2.18,230900,22.691616,86.69592
2025-11-06T05:24:10:000Z,V043,82,84,1.35,114922,26.800217,79.136849
2025-11-06T06:14:10:000Z,V031,77,114,2.76,122937,20.056042,87.98225
2025-11-06T06:06:10:000Z,V013,114,115,2.78,90836,21.288133,82.949888
2025-11-06T01:29:10:000Z,V019,5,80,2.38,117149,23.639598,83.29669
2025-11-06T07:44:10:000Z,V001,44,97,1.61,202242,23.851614,86.808071
2025-11-06T01:56:10:000Z,V014,5,64,0.52,122048,26.794118,82.228046
2025-11-06T09:36:10:000Z,V019,15,66,1.09,68858,21.167083,72.782444
2025-11-06T07:06:10:000Z,V027,69,95,2.56,249206,20.045647,76.030212
2025-11-06T04:55:10:000Z,V001,74,67,2.1,75011,22.624265,71.124167
2025-11-06T06:15:10:000Z,V022,11,104,0.36,195353,24.920735,74.674804
2025-11-06T06:45:10:000Z,V049,99,61,1.65,135917,21.530583,83.413676
2025-11-06T04:15:10:000Z,V033,6,105,1.55,72438,25.196922,74.357883
2025-11-06T09:28:10:000Z,V021,57,75,0.28,183572,20.693435,73.069625
2025-11-06T08:27:10:000Z,V021,53,111,0.85,181839,24.680823,82.887499
2025-11-06T07:34:10:000Z,V047,76,110,2.41,121829,27.185971,76.947036
2025-11-06T02:39:10:000Z,V018,24,119,1.49,86712,25.289817,85.775019
2025-11-06T08:53:10:000Z,V030,75,108,0.47,125005,24.231375,78.928854
2025-11-06T07:37:10:000Z,V040,67,65,2.49,167475,25.859294,81.811265
2025-11-06T02:05:10:000Z,V044,45,90,0.99,177949,20.593625,76.205942
2025-11-06T06:42:10:000Z,V021,14,114,0.85,133659,20.961827,84.210762
2025-11-06T01:23:10:000Z,V026,25,93,2.02,77742,20.418801,74.319845
2025-11-06T05:58:10:000Z,V015,87,107,2.3,112714,26.224891,76.189819
2025-11-06T01:48:10:000Z,V013,23,87,0.1,179586,20.779118,79.68196
2025-11-06T09:40:10:000Z,V042,47,75,0.12,230691,20.840167,85.869566
2025-11-06T02:24:10:000Z,V011,51,67,1.28,33349,27.615965,84.375371
2025-11-06T06:21:10:000Z,V026,26,86,1.92,142640,26.462273,75.19635
2025-11-06T07:13:10:000Z,V018,100,105,2.99,99551,24.067723,72.67303
2025-11-06T08:21:10:000Z,V021,38,67,1.23,68428,26.879779,82.024427
2025-11-06T04:19:10:000Z,V003,19,114,2.35,182714,21.198793,75.112317
2025-11-06T02:14:10:000Z,V043,33,82,2.39,76198,24.941682,87.212581
2025-11-06T07:46:10:000Z,V009,67,100,0.62,195412,23.571948,82.669675
2025-11-06T04:30:10:000Z,V035,114,113,0.34,183864,24.270632,74.803491
2025-11-06T03:24:10:000Z,V039,72,110,1.94,205053,23.460866,74.747867
2025-11-06T03:07:10:000Z,V017,39,60,2.93,51953,25.913007,78.027249
2025-11-06T08:21:10:000Z,V005,7,111,1.57,93940,24.519988,76.337858
2025-11-06T03:55:10:000Z,V044,115,119,2.12,34672,23.822051,76.326591
2025-11-06T02:25:10:000Z,V022,100,72,1.76,59842,21.670124,76.693429
2025-11-06T06:58:10:000Z,V048,99,68,1.98,204005,24.456921,73.574874
2025-11-06T03:56:10:000Z,V017,60,108,2.66,159445,27.778577,84.528588
2025-11-06T08:41:10:000Z,V000,23,111,0.7,67236,24.369577,82.050642
2025-11-06T02:51:10:000Z,V040,74,111,1.8,86313,21.362466,81.461216
2025-11-06T03:04:10:000Z,V017,10,85,1.58,106130,23.601854,86.853661
2025-11-06T04:25:10:000Z,V031,69,62,2.38,185114,23.745167,82.666335
2025-11-06T04:50:10:000Z,V014,78,93,0.95,104944,27.115692,77.536359
2025-11-06T09:26:10:000Z,V037,78,62,1.36,140726,27.777569,74.349347
2025-11-06T09:20:10:000Z,V007,66,100,1.34,222066,22.077754,72.541306
2025-11-06T03:46:10:000Z,V029,104,86,1.66,104194,21.199999,78.102708
2025-11-06T06:13:10:000Z,V023,66,117,2.02,235774,24.221413,71.971541
2025-11-06T01:32:10:000Z,V046,43,101,2.19,178604,23.926517,87.459356
2025-11-06T01:40:10:000Z,V030,17,63,1.45,25448,21.229101,86.889535
2025-11-06T09:35:10:000Z,V007,19,72,0.26,40697,27.022975,70.579869
2025-11-06T06:27:10:000Z,V043,20,62,0.61,36367,25.956086,73.435827
2025-11-06T05:40:10:000Z,V023,83,106,0.84,186077,20.449356,84.388056
2025-11-06T08:06:10:000Z,V004,113,82,2.71,37102,25.548599,81.736251
2025-11-06T07:57:10:000Z,V006,35,90,2.63,200895,26.548141,76.274726
2025-11-06T03:39:10:000Z,V043,36,66,0.68,158508,22.337144,71.705446
2025-11-06T08:23:10:000Z,V018,45,116,2.83,227781,27.225807,87.907974
2025-11-06T08:10:10:000Z,V037,54,119,2.42,153351,20.817789,70.943199
2025-11-06T08:11:10:000Z,V036,97,77,0.23,37780,27.077098,81.216361
2025-11-06T03:30:10:000Z,V011,34,70,2.27,76620,22.255795,87.41489
2025-11-06T06:23:10:000Z,V045,56,68,0.83,243143,26.938701,70.249848
2025-11-06T09:32:10:000Z,V002,18,108,2.46,90799,21.271878,78.528551
2025-11-06T03:07:10:000Z,V015,92,74,1.55,61380,25.094597,73.541848
2025-11-06T01:34:10:000Z,V002,73,92,0.26,64771,24.999597,79.299307
2025-11-06T09:39:10:000Z,V015,111,92,2.14,227447,21.135286,77.901707
2025-11-06T02:36:10:000Z,V049,82,114,1.82,175546,20.837905,85.830043
2025-11-06T03:47:10:000Z,V023,39,103,2.87,86612,26.713932,82.232826
2025-11-06T04:32:10:000Z,V005,77,62,1.67,41568,20.379087,83.672552
2025-11-06T06:53:10:000Z,V034,40,110,1.62,193434,23.105172,83.355982
